primary_type,hour,weekday,count
THEFT,13,Sunday,6421
THEFT,13,Thursday,7949
THEFT,13,Tuesday,8018
THEFT,13,Wednesday,8173
THEFT,14,Friday,8909
THEFT,14,Monday,8405
THEFT,14,Saturday,8316
THEFT,14,Sunday,7046
THEFT,14,Thursday,8475
THEFT,14,Tuesday,8405
THEFT,14,Wednesday,8626
THEFT,15,Friday,9684
THEFT,15,Monday,8487
THEFT,15,Saturday,8589
THEFT,15,Sunday,7498
THEFT,15,Thursday,8804
THEFT,15,Tuesday,8686
THEFT,15,Wednesday,8915
THEFT,16,Friday,9282
THEFT,16,Monday,8024
THEFT,16,Saturday,8135
THEFT,16,Sunday,7164
THEFT,16,Thursday,8478
THEFT,16,Tuesday,8447
THEFT,16,Wednesday,8562
THEFT,17,Friday,9276
THEFT,17,Monday,8570
THEFT,17,Saturday,7983
THEFT,17,Sunday,7069
THEFT,17,Thursday,8725
THEFT,17,Tuesday,8801
THEFT,17,Wednesday,8807
THEFT,18,Friday,9168
THEFT,18,Monday,8473
THEFT,18,Saturday,7819
THEFT,18,Sunday,6705
THEFT,18,Thursday,8527
THEFT,18,Tuesday,8586
THEFT,18,Wednesday,8920
THEFT,19,Friday,8062
THEFT,19,Monday,7328
THEFT,19,Saturday,7015
THEFT,19,Sunday,5915
THEFT,19,Thursday,7784
THEFT,19,Tuesday,7650
THEFT,19,Wednesday,7627
THEFT,20,Friday,7178
THEFT,20,Monday,6230
THEFT,20,Saturday,6681
THEFT,20,Sunday,5526
THEFT,20,Thursday,6726
THEFT,20,Tuesday,6414
THEFT,20,Wednesday,6472
THEFT,21,Friday,6140
THEFT,21,Monday,5425
THEFT,21,Saturday,5693
THEFT,21,Sunday,4987
THEFT,21,Thursday,5516
THEFT,21,Tuesday,5427
THEFT,21,Wednesday,5544
THEFT,22,Friday,6079
THEFT,22,Monday,4949
THEFT,22,Saturday,5975
THEFT,22,Sunday,5018
THEFT,22,Thursday,5306
THEFT,22,Tuesday,4976
THEFT,22,Wednesday,5114
THEFT,23,Friday,5189
THEFT,23,Monday,3538
THEFT,23,Saturday,5412
THEFT,23,Sunday,3799
THEFT,23,Thursday,4005
THEFT,23,Tuesday,3608
THEFT,23,Wednesday,3665
